ADDRESS,PHONE,POSTAL,LONGITUDE,LATITUDE,NAME
"1207 Remington Rd, Schaumburg, Illinois, 60173",(847) 884-1522,60173,-88.04954998167808,42.053319940562396,Liquor Store
"871 E Algonquin Rd, Schaumburg, Illinois, 60173",(847) 397-3100,60173,-88.05706007054611,42.072599936090356,Liquor Store
"333 W Northwest Hwy, Palatine, Illinois, 60067",(847) 358-3820,60067,-88.05220999999995,42.12339000000003,Liquor Store
"807 N Quentin Rd, Palatine, Illinois, 60067",(847) 485-7634,60067,-88.06307999999996,42.12548000000004,Liquor Store
"681 E Golf Rd, Schaumburg, Illinois, 60173",(847) 285-3289,60173,-88.06279999999998,42.049510000000055,Liquor Store
"335 W Northwest Hwy, Palatine, Illinois, 60067",(847) 359-2739,60067,-88.05224999999996,42.12340000000006,Liquor Store
"8971 Potter Rd, Des Plaines, Illinois, 60016",(847) 257-7541,60016,-87.85994999999997,42.04289000000006,Liquor Store
"1401 E Oakton St, Des Plaines, Illinois, 60018",(847) 699-7336,60018,-87.88909995614286,42.02406993003082,Liquor Store
"959 E Oakton St, Des Plaines, Illinois, 60018",(847) 827-6700,60018,-87.90018001832185,42.023499919499244,Liquor Store
"1460 Miner St, Des Plaines, Illinois, 60016",(847) 390-7373,60016,-87.88785994113925,42.0417500516474,Liquor Store
"2120 Miner St, Des Plaines, Illinois, 60016",(847) 827-4278,60016,-87.87199999999996,42.039030000000025,Liquor Store
"1512 Market St, Des Plaines, Illinois, 60016",(847) 224-1585,60016,-87.88536999999997,42.04230000000007,Liquor Store
"1259 Rand Rd, Des Plaines, Illinois, 60016",(847) 297-6800,60016,-87.89239999999995,42.05102000000005,Liquor Store
"806 E Camp McDonald Rd, Prospect Heights, Illinois, 60070",(847) 255-0249,60070,-87.91595999999998,42.095220055542576,Liquor Store
"5 S Wolf Rd, Prospect Heights, Illinois, 60070",(847) 297-6651,60070,-87.90745995614289,42.09565001110853,Liquor Store
"3554 Milwaukee Ave, Northbrook, Illinois, 60062",(847) 297-0907,60062,-87.87225999999998,42.088610000000074,Liquor Store
"4220 Commercial Way, Glenview, Illinois, 60025",(847) 635-9960,60025,-87.85965999999996,42.06962000000004,Liquor Store
"3124 Glenview Rd, Glenview, Illinois, 60025",(847) 729-3990,60025,-87.83742999999998,42.073300000000074,Liquor Store
"8600 W Golf Rd, Des Plaines, Illinois, 60016",(847) 759-9805,60016,-87.84074005107044,42.05491993060777,Liquor Store
"1250 S River Rd, Prospect Heights, Illinois, 60070",(847) 693-7323,60070,-87.88768999999996,42.10320000000007,Liquor Store
"5600 Mannheim Rd, Chicago, Illinois, 60666",(773) 894-3535,60666,-87.87872999999996,41.976060000000075,Liquor Store
"7446 W Addison St, Chicago, Illinois, 60634",(773) 895-3872,60634,-87.81366002553517,41.94516000057695,Liquor Store
"6189 Canfield Rd, Chicago, Illinois, 60631",(773) 774-0440,60631,-87.82217999999995,41.99284000000006,Liquor Store
"8750 W Bryn Mawr Ave, Chicago, Illinois, 60631",(773) 693-8750,60631,-87.84539999999998,41.98100000000005,Liquor Store
"7280 W Devon Ave, Chicago, Illinois, 60631",(773) 631-0747,60631,-87.80969007660565,41.99719003332553,Liquor Store
"7650 W Touhy Ave, Chicago, Illinois, 60631",(773) 763-4785,60631,-87.81813999999997,42.011430000000075,Liquor Store
"10 S Northwest Hwy, Park Ridge, Illinois, 60068",(847) 518-5322,60068,-87.82891999999998,42.01081000000005,Liquor Store
"31 S Northwest Hwy, Park Ridge, Illinois, 60068",(847) 318-6801,60068,-87.82812999999999,42.010350000000074,Liquor Store
"800 Devon Ave, Park Ridge, Illinois, 60068",(847) 825-0478,60068,-87.83317999999997,41.99703000000005,Liquor Store
"7549 W Montrose Ave, Harwood Heights, Illinois, 60706",(708) 456-7557,60706,-87.81692999999996,41.959760000000074,Liquor Store
"4731 N Cumberland Ave, Harwood Heights, Illinois, 60706",(708) 456-3212,60706,-87.83643999999998,41.96539000000007,Liquor Store
"8325 W Lawrence Ave, Harwood Heights, Illinois, 60706",(708) 452-7400,60706,-87.83550000779026,41.965790025535284,Liquor Store
"3600 Des Plaines River Rd, Franklin Park, Illinois, 60131",(847) 671-3326,60131,-87.85447999999997,41.94383000000005,Liquor Store
"3535 Rose St, Franklin Park, Illinois, 60131",(847) 447-3360,60131,-87.86580999999995,41.94348000000008,Liquor Store
"7939 Golf Rd, Morton Grove, Illinois, 60053",(847) 470-0100,60053,-87.82382999999999,42.05411000000004,Liquor Store
"7929 Golf Rd, Morton Grove, Illinois, 60053",(847) 967-9420,60053,-87.82301999999999,42.05411000000004,Liquor Store
"9359 N Milwaukee Ave, Niles, Illinois, 60714",(847) 966-5565,60714,-87.83428999999995,42.05035000000004,Liquor Store
"9001 N Milwaukee Ave, Niles, Illinois, 60714",(847) 581-0792,60714,-87.82915006217893,42.043950062179,Liquor Store
"8874 N Milwaukee Ave, Niles, Illinois, 60714",(847) 803-8833,60714,-87.8281500038951,42.0418699961049,Liquor Store
"8200 Oakton St, Niles, Illinois, 60714",(847) 696-7240,60714,-87.82983994892953,42.02597007660574,Liquor Store
"999 Green Bay Rd, Winnetka, Illinois, 60093",(847) 881-2644,60093,-87.74527999220969,42.11872002221704,Liquor Store
"7544 N Milwaukee Ave, Chicago, Illinois, 60631",(773) 775-1503,60631,-87.80716999999999,42.018230000000074,Liquor Store
"729 W Dundee Rd, Wheeling, Illinois, 60090",(847) 419-9619,60090,-87.9338300261121,42.13889992339438,Liquor Store
"260 S Milwaukee Ave, Wheeling, Illinois, 60090",(847) 465-9590,60090,-87.90450007328742,42.13581002553531,Liquor Store
"520 Quail Hollow Dr, Wheeling, Illinois, 60090",(847) 229-8913,60090,-87.92987997446471,42.14920000115388,Liquor Store
"1840 Holste Rd, Northbrook, Illinois, 60062",(847) 504-0600,60062,-87.82662992224044,42.10096006390977,Liquor Store
"3135 Dundee Rd, Northbrook, Illinois, 60062",(847) 480-6328,60062,-87.85700997056958,42.137329966674535,Liquor Store
"1512 Shermer Rd, Northbrook, Illinois, 60062",(847) 498-1772,60062,-87.82947001500362,42.12497007660573,Liquor Store
"2831 Dundee Rd, Northbrook, Illinois, 60062",(847) 559-9229,60062,-87.84925999999996,42.13803000000007,Liquor Store
"3205 River Falls Dr, Northbrook, Illinois, 60062",(847) 977-1542,60062,-87.85884997446476,42.12515994113931,Liquor Store
"3398 Commercial Ave, Northbrook, Illinois, 60062",(847) 564-1400,60062,-87.86289999999997,42.146570000000054,Liquor Store
"984 Willow Rd, Northbrook, Illinois, 60062",(847) 562-9259,60062,-87.80269999999996,42.10687000000007,Liquor Store
"300 S Happ Rd, Winnetka, Illinois, 60093",(847) 441-6328,60093,-87.76890999999995,42.09943000000004,Liquor Store
"300 Happ Rd, Winnetka, Illinois, 60093",(847) 446-5001,60093,-87.76915999999994,42.09929000000005,Liquor Store
"495 Central Ave, Winnetka, Illinois, 60093",(847) 441-0440,60093,-87.77077992224048,42.104329974464804,Liquor Store
"110 S Waukegan Rd, Deerfield, Illinois, 60015",(847) 400-5925,60015,-87.83457999999996,42.15089000000006,Liquor Store
"1364 Patriot Blvd, Glenview, Illinois, 60026",(847) 834-0416,60026,-87.81753999999995,42.07950000000005,Liquor Store
"1830 Tower Dr, Glenview, Illinois, 60026",(847) 834-0659,60026,-87.82361999999995,42.08833000000004,Liquor Store
"2400 Chestnut Ave, Glenview, Illinois, 60026",(847) 657-3542,60026,-87.81502999999998,42.08748000000003,Liquor Store
"1855 Waukegan Rd, Glenview, Illinois, 60025",(847) 724-0243,60025,-87.79773992945384,42.08896994892962,Liquor Store
"1844 Waukegan Rd, Glenview, Illinois, 60025",(847) 724-2754,60025,-87.79805001009791,42.08882997056972,Liquor Store
"967 Waukegan Rd, Glenview, Illinois, 60025",(847) 729-8700,60025,-87.79941999999994,42.071930000000066,Liquor Store
"1975 Johns Dr, Glenview, Illinois, 60025",(847) 832-9020,60025,-87.81273999999996,42.091120000000046,Liquor Store
"1201 Waukegan Rd, Glenview, Illinois, 60025",(847) 724-0132,60025,-87.79838999999998,42.07630000000006,Liquor Store
"7184 Dempster St, Morton Grove, Illinois, 60053",(847) 581-0600,60053,-87.80588999999998,42.04128000000003,Liquor Store
"5846 Dempster St, Morton Grove, Illinois, 60053",(847) 581-9220,60053,-87.77383999610484,42.0409600261122,Liquor Store
"992 Willow Rd, Northbrook, Illinois, 60062",(847) 504-0277,60062,-87.80269006275584,42.10632993782112,Liquor Store
"592 Roger Williams Ave, Highland Park, Illinois, 60035",(773) 362-5553,60035,-87.78549997056959,42.165479996104885,Liquor Store
"583 N Milwaukee Ave, Wheeling, Illinois, 60090",(847) 215-1200,60090,-87.91243999999995,42.150090000000034,Liquor Store
"7239 Dempster St, Niles, Illinois, 60714",(847) 470-0404,60714,-87.80769999999995,42.040770000000066,Liquor Store
"1165 Wilmette Ave, Wilmette, Illinois, 60091",(847) 256-0070,60091,-87.70654999999994,42.07699000000008,Liquor Store
"813 Ridge Rd, Wilmette, Illinois, 60091",(847) 251-4000,60091,-87.72253007718257,42.07839002553527,Liquor Store
"421 Ridge Rd, Wilmette, Illinois, 60091",(847) 251-3601,60091,-87.7230399561429,42.07265995614297,Liquor Store
"1515 Sheridan Rd, Wilmette, Illinois, 60091",(847) 256-6400,60091,-87.70070006621734,42.086760054532036,Liquor Store
"7425 N Croname Rd, Niles, Illinois, 60714",(847) 588-2900,60714,-87.78537999999998,42.01649000000003,Liquor Store
"7649 N Milwaukee Ave, Niles, Illinois, 60714",(847) 967-8995,60714,-87.80844996667444,42.02016004385716,Liquor Store
"8000 N Waukegan Rd, Niles, Illinois, 60714",(847) 965-9805,60714,-87.80266998499631,42.02661001832194,Liquor Store
"5625 Howard St, Niles, Illinois, 60714",(847) 410-0595,60714,-87.76908999999995,42.01917000000003,Liquor Store
"5720 W Touhy Ave, Niles, Illinois, 60714",(847) 647-9389,60714,-87.77074999999996,42.01198000000005,Liquor Store
"2919 W Touhy Ave, Chicago, Illinois, 60645",(773) 262-0600,60645,-87.70286999999996,42.011989948352664,Liquor Store
"809 Sherman Ave, Evanston, Illinois, 60202",(773) 824-9368,60202,-87.6821699811012,42.03242000000006,Liquor Store
"1905 Howard St, Evanston, Illinois, 60202",(847) 328-0432,60202,-87.69999999999999,42.019390000000044,Liquor Store
"509 Main St, Evanston, Illinois, 60202",(847) 864-5504,60202,-87.67839999999995,42.03393000779034,Liquor Store
"635 Chicago Ave, Evanston, Illinois, 60202",(847) 491-0940,60202,-87.67825992671253,42.03048997994745,Liquor Store
"615 Dempster St, Evanston, Illinois, 60201",(847) 864-8700,60201,-87.68126999999998,42.041210000000035,Liquor Store
"517 Dempster St, Evanston, Illinois, 60201",(847) 868-8767,60201,-87.67910999999998,42.041180000000054,Liquor Store
"1601 Simpson St, Evanston, Illinois, 60201",(312) 259-3059,60201,-87.69436999999994,42.05573000057694,Liquor Store
"501 Davis St, Evanston, Illinois, 60201",(847) 869-3474,60201,-87.67792999999995,42.045780000000036,Liquor Store
"1000 Davis St, Evanston, Illinois, 60201",(847) 328-9434,60201,-87.68519001110847,42.04705995556606,Liquor Store
"809 Davis St, Evanston, Illinois, 60201",(847) 866-0998,60201,-87.68236999999993,42.046970000000044,Liquor Store
"2126 Central St, Evanston, Illinois, 60201",(847) 866-8609,60201,-87.70315999999997,42.06435000000005,Liquor Store
"1941 Central St, Evanston, Illinois, 60201",(630) 262-1777,60201,-87.70076999999998,42.064390073287505,Liquor Store
"2106 Central St, Evanston, Illinois, 60201",(847) 328-7710,60201,-87.70235007660563,42.06433998110129,Liquor Store
"2016 Central St, Evanston, Illinois, 60201",(847) 475-1515,60201,-87.70165999999995,42.06434000000007,Liquor Store
"1630 Maple Ave, Evanston, Illinois, 60201",(847) 425-1886,60201,-87.68521999999996,42.04799000000003,Liquor Store
"7140 N McCormick Blvd, Lincolnwood, Illinois, 60712",(847) 763-1230,60712,-87.71191999999996,42.01043000000004,Liquor Store
"3935 W Touhy Ave, Lincolnwood, Illinois, 60712",(847) 674-2120,60712,-87.72772999999995,42.011719981101244,Liquor Store
"8042 Lincoln Ave, Skokie, Illinois, 60077",(847) 213-0900,60077,-87.75459999999998,42.027390000000025,Liquor Store
"9410 Skokie Blvd, Skokie, Illinois, 60077",(847) 673-5010,60077,-87.74728002553519,42.052789937821125,Liquor Store
"4861 Oakton St, Skokie, Illinois, 60077",(847) 329-1430,60077,-87.7498999816781,42.026259948352674,Liquor Store
"3745 Dempster St, Skokie, Illinois, 60076",(847) 677-5777,60076,-87.72246997056962,42.040609937821124,Liquor Store
"3556 Dempster St, Skokie, Illinois, 60076",(847) 673-9388,60076,-87.71802006607403,42.041070018321925,Liquor Store
"1450 Sherman Ave, Evanston, Illinois, 60201",(847) 869-0450,60201,-87.68194003332549,42.044440025535266,Liquor Store
"810 Grove St, Evanston, Illinois, 60201",(847) 905-0854,60201,-87.68232005496557,42.04552999942314,Liquor Store
"105 McHenry Rd, Buffalo Grove, Illinois, 60089",(847) 808-0100,60089,-87.95966999999996,42.15575000000007,Liquor Store
"100 Lexington Dr, Buffalo Grove, Illinois, 60089",(847) 808-3030,60089,-87.94287005554244,42.15502003664378,Liquor Store
"333 Lexington Dr, Buffalo Grove, Illinois, 60089",(847) 459-3100,60089,-87.9426499394085,42.15877006217901,Liquor Store
"778 E Dundee Rd, Palatine, Illinois, 60074",(847) 705-6911,60074,-88.02372999999994,42.139470000000074,Liquor Store
"1890 N Rand Rd, Palatine, Illinois, 60074",(847) 359-3454,60074,-88.02630006665096,42.14330999942314,Liquor Store
"1332 N Roselle Rd, Schaumburg, Illinois, 60195",(847) 290-1443,60195,-88.08088999999995,42.05226000000005,Liquor Store
"320 Old McHenry Rd, Lake Zurich, Illinois, 60047",(847) 383-5353,60047,-87.99743999999998,42.17804000000007,Liquor Store
"318 Old McHenry Rd, Lake Zurich, Illinois, 60047",(847) 821-9101,60047,-87.99738005496553,42.178019952247816,Liquor Store
"424 Robert Parker Coffin Rd, Lake Zurich, Illinois, 60047",(847) 634-0450,60047,-87.99904999999995,42.177850000000035,Liquor Store
"220 Robert Parker Coffin Rd, Lake Zurich, Illinois, 60047",(847) 634-0080,60047,-87.99740999999995,42.17859000000004,Liquor Store
"420 Robert Parker Coffin Rd, Lake Zurich, Illinois, 60047",(847) 634-0450,60047,-87.99904999999995,42.177850000000035,Liquor Store
"240 Robert Parker Coffin Rd, Lake Zurich, Illinois, 60047",(847) 478-8741,60047,-87.99722999999994,42.17864000000003,Liquor Store
"62 N Old Rand Rd, Lake Zurich, Illinois, 60047",(847) 438-8330,60047,-88.09408999999994,42.197970000000055,Liquor Store
"806 S Rand Rd, Lake Zurich, Illinois, 60047",(847) 438-4330,60047,-88.08884999999998,42.18559000000005,Liquor Store
"684 S Rand Rd, Lake Zurich, Illinois, 60047",(847) 550-9000,60047,-88.09179999999998,42.18513000000007,Liquor Store
"10 E Main St, Lake Zurich, Illinois, 60047",(847) 540-0423,60047,-88.09284999610483,42.19701007328748,Liquor Store
"20330 N Deer Park Blvd, Barrington, Illinois, 60010",(847) 726-2663,60010,-88.05413002279388,42.15904992281748,Liquor Store
"5175 Aptakisic Rd, Lake Zurich, Illinois, 60047",(847) 634-2831,60047,-87.97643007444125,42.18346005727334,Liquor Store
"3750 Dempster St, Skokie, Illinois, 60076",(847) 673-5001,60076,-87.72249004385706,42.0410500255353,Liquor Store
"4558 Oakton St, Skokie, Illinois, 60076",(847) 982-1720,60076,-87.74247999999994,42.02628000000004,Liquor Store
"4113 Main St, Skokie, Illinois, 60076",(847) 679-0033,60076,-87.73095997446472,42.03342999220978,Liquor Store
"542 Chestnut St, Winnetka, Illinois, 60093",(847) 784-8796,60093,-87.73519999999996,42.10623000000004,Liquor Store
"1837 S 17th Ave, Broadview, Illinois, 60155",(708) 681-0135,60155,-87.85324994445747,41.8696700255353,Liquor Store
"4009 St Charles Rd, Bellwood, Illinois, 60104",(708) 547-5969,60104,-87.88249999999994,41.888730000000066,Liquor Store
"706 Bellwood Ave, Bellwood, Illinois, 60104",(708) 493-1455,60104,-87.87825999999995,41.87993000000006,Liquor Store
"1685 N Mannheim Rd, Stone Park, Illinois, 60165",(708) 681-5990,60165,-87.88347999999996,41.902990000000045,Liquor Store
"2700 Division St, Melrose Park, Illinois, 60160",(708) 344-9200,60160,-87.86719994892951,41.90021991892232,Liquor Store
"2015 Rice St, Melrose Park, Illinois, 60160",(708) 338-1200,60160,-87.85885999999994,41.894070000000056,Liquor Store
"2012 W Lake St, Melrose Park, Illinois, 60160",(708) 681-8871,60160,-87.85867002943033,41.89382991949927,Liquor Store
"2113 W Lake St, Melrose Park, Illinois, 60160",(708) 343-2976,60160,-87.85924006722787,41.89400004832922,Liquor Store
"1509 Irving Park Rd, Hanover Park, Illinois, 60133",(630) 483-8898,60133,-88.14074001110849,42.00467999942316,Liquor Store
"2003 Irving Park Rd, Hanover Park, Illinois, 60133",(224) 236-5045,60133,-88.15475999999995,42.008120000000076,Liquor Store
"7900 Madison St, River Forest, Illinois, 60305",(708) 771-5181,60305,-87.82117000447202,41.87932003332555,Liquor Store
"7520 Roosevelt Rd, Forest Park, Illinois, 60130",(708) 488-5750,60130,-87.81197999999995,41.86483000000004,Liquor Store
"7234 Circle Ave, Forest Park, Illinois, 60130",(708) 366-4510,60130,-87.80679997056959,41.88640996277941,Liquor Store
"7415 Madison St, Forest Park, Illinois, 60130",(708) 366-9600,60130,-87.81035999999995,41.87956000057699,Liquor Store
"7180 22nd St, Berwyn, Illinois, 60402",(708) 788-5097,60402,-87.80330999999995,41.850400000000036,Liquor Store
"7737 Roosevelt Rd, Forest Park, Illinois, 60130",(708) 366-6100,60130,-87.81787999999995,41.86477000057698,Liquor Store
"7432 Madison St, Forest Park, Illinois, 60130",(708) 366-2823,60130,-87.81123997446474,41.87951996277941,Liquor Store
"23 W North Ave, Melrose Park, Illinois, 60164",(708) 562-5800,60164,-87.90456994503435,41.90628998167819,Liquor Store
"2099 N Mannheim Rd, Melrose Park, Illinois, 60160",(630) 347-6512,60160,-87.88396999999998,41.91387000000003,Liquor Store
"1025 W Golf Rd, Hoffman Estates, Illinois, 60169",(847) 524-5544,60169,-88.10506999999996,42.04822000000007,Liquor Store
"1016 W Golf Rd, Hoffman Estates, Illinois, 60169",(847) 490-4400,60169,-88.10597006939228,42.04866006607416,Liquor Store
"1685 W Higgins Rd, Hoffman Estates, Illinois, 60169",(224) 353-6322,60169,-88.11996999999997,42.05353000000008,Liquor Store
"1754 Raleigh Ln, Hoffman Estates, Illinois, 60169",(847) 310-1358,60169,-88.12926003332548,42.05815993392598,Liquor Store
"1112 S Roselle Rd, Schaumburg, Illinois, 60193",(847) 985-0300,60193,-88.08019999999999,42.006620000000055,Liquor Store
"1218 S Roselle Rd, Schaumburg, Illinois, 60193",(847) 895-0200,60193,-88.0804200510704,42.0043699233944,Liquor Store
"30 S Roselle Rd, Schaumburg, Illinois, 60193",(847) 534-0544,60193,-88.08187993392589,42.02626994503444,Liquor Store
"1720 W Wise Rd, Schaumburg, Illinois, 60193",(847) 352-0800,60193,-88.12232999999998,42.004270000000076,Liquor Store
"1125 Westover Ln, Schaumburg, Illinois, 60193",(847) 985-7000,60193,-88.12066999163277,42.00442006939237,Liquor Store
"1266 Lake St, Roselle, Illinois, 60172",(630) 283-0056,60172,-88.11330999999996,41.969160000000045,Liquor Store
"925 S IL Route 59, Bartlett, Illinois, 60103",(630) 372-1633,60103,-88.20648999999997,41.97285000000005,Liquor Store
"358 W Army Trail Rd, Bloomingdale, Illinois, 60108",(630) 894-0088,60108,-88.11122999999998,41.93808000000007,Liquor Store
"353 W Army Trail Rd, Bloomingdale, Illinois, 60108",(630) 671-3860,60108,-88.10910995888416,41.93967001832191,Liquor Store
"338 W Army Trail Rd, Bloomingdale, Illinois, 60108",(630) 924-3020,60108,-88.11034994445745,41.93881997056971,Liquor Store
"383 W Army Trail Rd, Bloomingdale, Illinois, 60108",(630) 893-0769,60108,-88.11459999884613,41.93986005107052,Liquor Store
"369 W Army Trail Rd, Bloomingdale, Illinois, 60108",(630) 539-0541,60108,-88.11258998167808,41.93927007444134,Liquor Store
"126 Broadview Village Sq, Broadview, Illinois, 60155",(708) 345-6476,60155,-87.84903999999995,41.84985000000006,Liquor Store
"1001 W Cermak Rd, Broadview, Illinois, 60155",,60155,-87.84473993392588,41.85041004385714,Liquor Store
"1406 S 5th Ave, Maywood, Illinois, 60153",(708) 865-8566,60153,-87.83870003000723,41.87492002553529,Liquor Store
"3829 N Harlem Ave, Chicago, Illinois, 60634",(773) 777-9555,60634,-87.80715991892222,41.949790025535265,Liquor Store
"7101 W Addison St, Chicago, Illinois, 60634",(773) 736-3766,60634,-87.80355999999995,41.94532998110129,Liquor Store
"2445 N Harlem Ave, Elmwood Park, Illinois, 60707",(773) 637-3772,60707,-87.80626991892225,41.9249399378211,Liquor Store
"2623 N Harlem Ave, Elmwood Park, Illinois, 60707",(773) 622-7503,60707,-87.80636994445749,41.92779002553527,Liquor Store
"7065 W Belmont Ave, Chicago, Illinois, 60634",(773) 622-2220,60634,-87.80376999999999,41.93802000000005,Liquor Store
"2400 N Harlem Ave, Elmwood Park, Illinois, 60707",(708) 453-0155,60707,-87.80707992555867,41.92439998167817,Liquor Store
"7230 W North Ave, Elmwood Park, Illinois, 60707",(708) 395-5880,60707,-87.8072600038951,41.909090020052645,Liquor Store
"12 W Conti Pkwy, Elmwood Park, Illinois, 60707",(708) 453-0266,60707,-87.81850004443395,41.92715992281746,Liquor Store
"7215 W Grand Ave, Elmwood Park, Illinois, 60707",(708) 456-6343,60707,-87.80699006217894,41.92410998831464,Liquor Store
"344 N Wolf Rd, Hillside, Illinois, 60162",(708) 632-4246,60162,-87.90292008050076,41.87701001832192,Liquor Store
"124 N Oak Park Ave, Oak Park, Illinois, 60301",(708) 660-1350,60301,-87.79446999999999,41.88831000000005,Liquor Store
"736 Lake St, Oak Park, Illinois, 60301",(708) 383-7360,60301,-87.79437994892953,41.88865007328749,Liquor Store
"1138 Lake St, Oak Park, Illinois, 60301",(708) 848-7772,60301,-87.80448999999999,41.88861000000003,Liquor Store
"1020 Lake St, Oak Park, Illinois, 60301",(708) 386-1451,60301,-87.80077999999997,41.88866000000007,Liquor Store
"107 N Marion St, Oak Park, Illinois, 60301",(708) 848-4840,60301,-87.80249003332547,41.887530025535284,Liquor Store
"7201 Lake St, River Forest, Illinois, 60305",(708) 488-8596,60305,-87.80554998167811,41.888529958884284,Liquor Store
"4272 N Harlem Ave, Harwood Heights, Illinois, 60706",(708) 453-8778,60706,-87.80726999999996,41.957790000000045,Liquor Store
"4275 N Harlem Ave, Harwood Heights, Illinois, 60706",(708) 457-1937,60706,-87.80695999999995,41.958030000000065,Liquor Store
"7501 W 22nd St, Riverside, Illinois, 60546",(708) 442-3099,60546,-87.81070003000721,41.85024998932519,Liquor Store
"6944 22nd St, Berwyn, Illinois, 60402",(708) 749-1872,60402,-87.79800007660566,41.85053002611221,Liquor Store
"3848 N Harlem Ave, Chicago, Illinois, 60634",(773) 625-7818,60634,-87.80723004443398,41.950349974464814,Liquor Store
"6801 W Addison St, Chicago, Illinois, 60634",(773) 282-8669,60634,-87.79613999999998,41.94544994113931,Liquor Store
"728 E Schaumburg Rd, Schaumburg, Illinois, 60194",(847) 781-5000,60194,-88.06183999999996,42.02949000000007,Liquor Store
"55 S Barrington Rd, Barrington, Illinois, 60010",(847) 381-5900,60010,-88.14389994214976,42.06958003447939,Liquor Store
